Predicate; Input; Output
IsNotNaN; [0.0669890308131793, NaN, -0.16164594816663902, -0.828975691025343, 0.6777625981979014, 0.28384283138411526, -0.905046152410401, 0.9246209970836194, 0.0730577031875479, NaN]; [0.0669890308131793, -0.16164594816663902, -0.828975691025343, 0.6777625981979014, 0.28384283138411526, -0.905046152410401, 0.9246209970836194, 0.0730577031875479]
IsPositive; [-0.8136642632624413, 0.08254742317401154, 0.3680550427344118, -0.24742262259893244, -0.9848729643754202, 0.6826464999424648, 0.8829067378668589, 0.44159149872825676, -0.0950195396442075, -0.2709414671171675]; [0.08254742317401154, 0.3680550427344118, 0.6826464999424648, 0.8829067378668589, 0.44159149872825676]
IsPositive; [0.14739479111492848, -0.23333873399668148, -0.7906441606397612, -0.5297196316757133, 0.8039754321525399, -0.615661819055483, -0.5595777932942552, 0.7986789735411306, -0.8136296323375127, 0.7948327714189061]; [0.14739479111492848, 0.8039754321525399, 0.7986789735411306, 0.7948327714189061]
IsPositive; [-0.3233132392037854, -0.5436651653017568, -0.23311901446467753, 0.3090473541056802, 0.5802218053242649, -0.18001915068679808, -0.10588285755813054, -0.02892197200091884, 0.7391272032114331, 0.43819414207838214]; [0.3090473541056802, 0.5802218053242649, 0.7391272032114331, 0.43819414207838214]
IsPositive; [0.2838482875714574, 0.5517249959789245, 0.2481308212944675, -0.7931122789966019, -0.42079952036334634, -0.6523078043787949, -0.5500042450699498, 0.09453992960741409, 0.962436908598864, -0.5472037110225054]; [0.2838482875714574, 0.5517249959789245, 0.2481308212944675, 0.09453992960741409, 0.962436908598864]
DivisibleByTwo; [0.5826682940966308, -0.33350930940867385, -0.7209222313702162, 0.41164667863797666, -0.2881335262851328, 0.3080232955517661, 0.4261285058714046, 0.7228989865442432, -0.22392602814259965, 0.008841894489860502]; []
DivisibleByTwo; [0.8597020772539665, 0.528323965304186, 0.8306712691228555, -0.15305468488198737, -0.006662581894788522, 0.005575864275100262, 0.6501996982667819, -0.10221218748987138, -0.01317024310371595, -0.5233164901932434]; []
IsPositive; [-0.26747873104282016, 0.19500916885819364, -0.033593665188095034, -0.9490706461920282, -0.5540981314194695, -0.4180943585667658, -0.9294049779545974, 0.7399208347768833, 0.5698108946213225, -0.1817941472107889]; [0.19500916885819364, 0.7399208347768833, 0.5698108946213225]
DivisibleByTwo; [0.882149887918438, 0.41430063048813914, -0.19750259826103655, -0.8553959178095705, 0.7849132528204716, 0.7156818906020366, -0.056833678728752, 0.6578961342554921, -0.4244913668063057, -0.9059646859374961]; []
IsPositive; [-0.5961541679045788, 0.3124521024758906, -0.7367238228194519, -0.490103943589304, 0.46580152603056146, -0.8608484855783431, 0.4078758070455757, 0.022398783570641845, -0.7323806729645319, 0.3607976049390913]; [0.3124521024758906, 0.46580152603056146, 0.4078758070455757, 0.022398783570641845, 0.3607976049390913]
IsPositive; [0.572500904871057, -0.5217105534814446, -0.10315632532959151, 0.48341631008141395, 0.5116594305168347, 0.8237035786094062, 0.15432450057876035, 0.15573862400777383, 0.5659957760910261, 0.17964150487771025]; [0.572500904871057, 0.48341631008141395, 0.5116594305168347, 0.8237035786094062, 0.15432450057876035, 0.15573862400777383, 0.5659957760910261, 0.17964150487771025]
DivisibleByTwo; [-0.4298089350797638, -0.385446548243354, 0.4026423695608088, -0.24628922944805276, -0.9273630797261556, 0.8715096222384469, 0.7181051608503826, 0.9048474602884002, 0.34546554072392843, 0.4473369005344543]; []
IsNotNaN; [-0.18829721068514305, -0.7656312853289566, -0.6423878672256769, 0.42234507711172964, -0.9589040217140488, 0.44584853713005157, NaN, -0.1525475687500626, NaN, -0.10204912696747992]; [-0.18829721068514305, -0.7656312853289566, -0.6423878672256769, 0.42234507711172964, -0.9589040217140488, 0.44584853713005157, -0.1525475687500626, -0.10204912696747992]
IsPositive; [0.29833495477284333, -0.8521163704759498, -0.31365170457714053, 0.26849319472577227, 0.9417796489609589, -0.9479299132061774, -0.9786111208642323, 0.5546557465796189, 0.7915696178849652, 0.7911741057245112]; [0.29833495477284333, 0.26849319472577227, 0.9417796489609589, 0.5546557465796189, 0.7915696178849652, 0.7911741057245112]
DivisibleByTwo; [-0.6686876276813614, -0.2466086950018016, -0.9901699801626636, -0.1599498445391463, 0.44702477305740596, -0.002268872185267501, -0.002026308648899855, -0.6916528541155802, 0.9537950346173674, 0.6688241093971745]; []
IsPositive; [-0.14460289329587162, -0.7591544858179413, -0.5352782428473641, -0.9398146302273345, 0.4774378496079328, 0.5490141235773298, 0.0951375169337294, 0.5397724459024551, -0.6363007965225518, -0.9288371994955908]; [0.4774378496079328, 0.5490141235773298, 0.0951375169337294, 0.5397724459024551]
IsPositive; [0.6436264371008917, -0.16285222161629465, -0.21988620235009004, 0.3464560015723275, -0.7861525654230888, -0.9228747622842837, 0.3028826640246487, -0.9115550567633901, -0.9476297885905693, -0.5120585353294052]; [0.6436264371008917, 0.3464560015723275, 0.3028826640246487]
IsNotNaN; [NaN, -0.9433350145898614, 0.23124739956324536, NaN, -0.7266125173318385, NaN, 0.4700618126527809, NaN, -0.9444968228860935, -0.9146989907828187]; [-0.9433350145898614, 0.23124739956324536, -0.7266125173318385, 0.4700618126527809, -0.9444968228860935, -0.9146989907828187]
IsPositive; [-0.1292974341015054, -0.26684160174380467, 0.991907607336352, -0.5315002945596898, -0.37085918266407725, 0.05220158098856387, 0.8099689699248069, 0.4416258109190152, 0.8919901118169966, -0.3101840599082659]; [0.991907607336352, 0.05220158098856387, 0.8099689699248069, 0.4416258109190152, 0.8919901118169966]
IsPositive; [0.6365086521845533, -0.6520708937276234, 0.841653317852046, 0.7211517751996395, -0.051972995969335134, -0.14152281734872596, 0.8223723926156083, -0.10648546330802233, -0.5205349716910821, -0.30264928970898697]; [0.6365086521845533, 0.841653317852046, 0.7211517751996395, 0.8223723926156083]
IsPositive; [-0.13948636033467987, -0.9379706953021103, 0.14503017254631456, -0.4826544574180769, 0.28593714429869355, -0.9864861857882525, -0.4656204084900788, 0.10324499811915411, 0.32731322268371654, 0.8605052429893356]; [0.14503017254631456, 0.28593714429869355, 0.10324499811915411, 0.32731322268371654, 0.8605052429893356]
DivisibleByTwo; [0.8697197874375004, -0.08238439234197359, -0.4672336326360327, 0.9315281701735514, -0.5558522487776458, 0.15447051197206263, 0.65824041584187, 0.14032965502642392, -0.49117673119557526, -0.07096416496849667]; []
IsPositive; [0.2694971070326677, -0.8140498852704572, 0.33632909486515095, 0.0072450061559827805, -0.2803271746003426, 0.617137521528532, -0.24015992515693285, -0.43352246749144796, 0.3928363403991515, -0.21124563371756588]; [0.2694971070326677, 0.33632909486515095, 0.0072450061559827805, 0.617137521528532, 0.3928363403991515]
DivisibleByTwo; [0.8724885164313767, 0.8794484638037259, 0.1450050272033283, -0.9555333974729452, 0.768578848506529, -0.47395326208910693, -0.2724078711790554, -0.9208550014465429, -0.7819303497480208, 0.7633094145305788]; []
IsPositive; [0.6442744010019537, 0.366049540948455, -0.011992278742048779, 0.02161117002486157, -0.629215695993214, -0.22199160932912032, 0.15936303088730153, -0.8544620975068618, -0.8418531907187397, -0.9115567106403752]; [0.6442744010019537, 0.366049540948455, 0.02161117002486157, 0.15936303088730153]
IsPositive; [-0.7650191159522974, -0.039195498339684276, -0.2566035562076565, 0.9072343816753041, 0.09413143735325691, -0.9760329389248967, -0.792174271926193, -0.21194256946795287, -0.07859649998315588, -4.2907195235741824E-4]; [0.9072343816753041, 0.09413143735325691]
IsNotNaN; [0.9513321527414, -0.2620322299323541, -0.8775449636487442, -0.9902339374626583, 0.29244614987621254, 0.1666448474781299, -0.06360239287643199, -0.4856878530156241, -0.4428621643041357, NaN]; [0.9513321527414, -0.2620322299323541, -0.8775449636487442, -0.9902339374626583, 0.29244614987621254, 0.1666448474781299, -0.06360239287643199, -0.4856878530156241, -0.4428621643041357]
DivisibleByTwo; [-0.03564120239005275, 0.8042866521760037, -0.31448314876876227, 0.5693164775289745, -0.8439685422763563, 0.030699202419069316, 0.3640544578717613, 0.5393367259463411, -0.06921560632348722, -0.1603935921449713]; []
IsNotNaN; [NaN, 0.37914335278721345, -0.9428250417972652, 0.14821239566870492, 0.3139612395837792, -0.9809177265407509, 0.6744695788062167, -0.6281697658977596, -0.7526004886707363, 0.20240755721604975]; [0.37914335278721345, -0.9428250417972652, 0.14821239566870492, 0.3139612395837792, -0.9809177265407509, 0.6744695788062167, -0.6281697658977596, -0.7526004886707363, 0.20240755721604975]
DivisibleByTwo; [0.41204346197652186, -0.5005294910367786, 0.1007731980502411, -0.057426678416945265, 0.9472972145844694, 0.8162136339667321, -0.8790044388329072, -0.7414344141798037, -0.46000740614234537, -0.2165867243296551]; []
IsPositive; [-0.3991447689586658, 0.547954276694876, 0.09067644519178275, -0.3868306576674605, 0.7238290497074633, -0.1110140403027371, 0.09312649321592237, -0.5886017028091803, -0.2779844958113409, 0.8071789797765647]; [0.547954276694876, 0.09067644519178275, 0.7238290497074633, 0.09312649321592237, 0.8071789797765647]
DivisibleByTwo; [0.4855187710911675, 0.41422075957817617, -0.2760425818061907, -0.40147662457876443, -0.14771780136585133, 0.8052759981505155, -0.2273595060077791, 0.17052698635513397, -0.31162881867836, -0.12303633503109879]; []
IsNotNaN; [0.4099687715737603, -0.45600704382986845, NaN, -0.1134958075914605, NaN, -0.3474493754491359, -0.5197310707353842, -0.141900604648447, -0.8754908631080172, 0.8836059144839974]; [0.4099687715737603, -0.45600704382986845, -0.1134958075914605, -0.3474493754491359, -0.5197310707353842, -0.141900604648447, -0.8754908631080172, 0.8836059144839974]
DivisibleByTwo; [0.9167087720118674, -0.2046344912188811, -0.9329785855307644, -0.07648475246953024, -0.4451289491599866, 0.29360199671894205, -0.09064306756079565, 0.9014297023270146, 0.7676898772040586, -0.6206503784705828]; []
IsPositive; [0.06588751218844191, 0.5703950445086516, 0.07243979438853088, -0.44491840455952025, 0.21360848608437077, -0.6790647154567753, 0.2057136536592954, -0.5102366592040499, 0.5086996529607115, 0.19148710971747218]; [0.06588751218844191, 0.5703950445086516, 0.07243979438853088, 0.21360848608437077, 0.2057136536592954, 0.5086996529607115, 0.19148710971747218]
IsNotNaN; [-0.193771880820633, NaN, -0.9834640845299283, -0.2783064168004812, NaN, 0.6256302845203476, -0.4419104564038714, -0.5112939112166015, -0.8921637917175747, -0.495354845566216]; [-0.193771880820633, -0.9834640845299283, -0.2783064168004812, 0.6256302845203476, -0.4419104564038714, -0.5112939112166015, -0.8921637917175747, -0.495354845566216]
DivisibleByTwo; [0.21668065715522533, -0.5267160177748584, 1.2079200058900952E-4, -0.03605658946345236, -0.39744966391734415, 0.021622116832614724, -0.5818993091917166, 0.26939670377089353, 0.6387444789257959, 0.10047719316109482]; []
IsNotNaN; [-0.8274291550422346, NaN, -0.8896875744554589, NaN, NaN, NaN, 0.5098413666656623, NaN, NaN, 0.044209608103268794]; [-0.8274291550422346, -0.8896875744554589, 0.5098413666656623, 0.044209608103268794]
IsPositive; [-0.1841387896967006, -0.7099679054515546, -0.5293126174311464, 0.5466218919134029, 0.7566717772817078, -0.1207702724295967, 0.7870218415805101, -0.50754684100095, -0.15934103508828867, 0.2649384155138228]; [0.5466218919134029, 0.7566717772817078, 0.7870218415805101, 0.2649384155138228]
DivisibleByTwo; [0.8075675388293433, 0.41350208580675196, -0.02481748503520298, -0.03797511433192646, 0.9704234210336997, -0.05430340127809452, 0.8496333421097444, -0.2803555501466146, -0.19227624140222743, 0.3880486237506069]; []
IsPositive; [0.42427448223992714, 0.1571810095728705, -0.39953851248738403, -0.3187195309671751, -0.15500527092135252, 0.4579509795605248, 0.9745134031382223, 0.6902175975504212, 0.8951204455001365, 0.3221482092619501]; [0.42427448223992714, 0.1571810095728705, 0.4579509795605248, 0.9745134031382223, 0.6902175975504212, 0.8951204455001365, 0.3221482092619501]
IsPositive; [-0.6257920630512852, 0.13693271723874956, 0.698945435878118, -0.25035203206602485, 0.10954139272068875, 0.3070161076731348, 0.80765615426222, -0.09507225027092159, -0.754585716627775, -0.2607609972559195]; [0.13693271723874956, 0.698945435878118, 0.10954139272068875, 0.3070161076731348, 0.80765615426222]
DivisibleByTwo; [-0.9731570436560426, 0.3105042987936957, -0.013975279166506871, 0.5092661273045416, 0.3858063726935488, 0.9219260065565038, 0.4048221888676087, -0.5690346717268604, 0.5023797577904692, 0.2565011510830517]; []
DivisibleByTwo; [0.38018943282561524, 0.5242518489348804, 0.2630090285375948, 0.6795826196152805, -0.5807126007162806, 0.43629607329999387, -0.7836578174782758, -0.8036293720574403, 0.6872621323050814, -0.8466862860563558]; []
DivisibleByTwo; [0.36959967873738675, 0.6538354809835518, 0.006279540180273102, -0.6969509754434839, -0.8194889781959225, 0.1265029357210843, -0.1513811986741498, 0.6234505449658312, 0.45361858791366627, 0.4414855582507522]; []
IsNotNaN; [-0.5796794074293192, -0.23906893769962023, NaN, NaN, NaN, -0.5380062585301437, -0.9133964422298739, 0.1975228928962196, -0.0720758993884898, NaN]; [-0.5796794074293192, -0.23906893769962023, -0.5380062585301437, -0.9133964422298739, 0.1975228928962196, -0.0720758993884898]
IsNotNaN; [NaN, NaN, NaN, -0.3165852055834266, 0.5059302522395348, -0.5275221671073809, 0.34759821392068857, NaN, -0.6908937660999426, 0.30285485243096955]; [-0.3165852055834266, 0.5059302522395348, -0.5275221671073809, 0.34759821392068857, -0.6908937660999426, 0.30285485243096955]
IsPositive; [0.9031711291266116, 0.07732920126111309, -0.8547368882603548, 0.8638585561006065, -0.8685258154589641, -0.5145111094426638, 0.10749540830259185, -0.05328688814487026, -0.27532494101303895, -0.11324081544359732]; [0.9031711291266116, 0.07732920126111309, 0.8638585561006065, 0.10749540830259185]
IsPositive; [0.2046789440794008, -0.6042616077378322, 0.9651239725742085, -0.7388342379771968, -0.3767830072818381, 0.5370470205836513, -0.9223264809810057, -0.3342824049345061, -0.8879739679354051, -0.9594452696840354]; [0.2046789440794008, 0.9651239725742085, 0.5370470205836513]
IsPositive; [-0.6378717622250683, 0.08845669379879473, -0.09926589995179658, -0.20626593477754462, 0.6222437689393048, 0.6051759241822092, -0.7729191397553405, 0.297182705917733, 0.2299582370201545, -0.5681173502434487]; [0.08845669379879473, 0.6222437689393048, 0.6051759241822092, 0.297182705917733, 0.2299582370201545]
IsPositive; [-0.9719770827909577, -0.6637826552051207, -0.2016932995274754, 0.11647819561962036, -0.3599344160282003, -0.7606544696051256, -0.11626660331868188, 0.07601237150729023, -0.5421441677543761, 0.9036079273420685]; [0.11647819561962036, 0.07601237150729023, 0.9036079273420685]
IsNotNaN; [NaN, NaN, NaN, NaN, -0.5155824119239392, -0.08171206437856382, -0.1117109511900598, -0.14628229569704687, -0.5100296280395311, -0.2830379327775334]; [-0.5155824119239392, -0.08171206437856382, -0.1117109511900598, -0.14628229569704687, -0.5100296280395311, -0.2830379327775334]
IsPositive; [-0.8629333465310904, 0.7447299400881877, 0.3780163071612175, 0.9294533223692041, 0.8039165184996346, 0.6050856656106725, 0.41620090630940565, 0.8669193952331928, -0.9072952469989615, -0.868701111324323]; [0.7447299400881877, 0.3780163071612175, 0.9294533223692041, 0.8039165184996346, 0.6050856656106725, 0.41620090630940565, 0.8669193952331928]
IsNotNaN; [-0.6876627945018481, -0.17935265501575515, NaN, -0.8139404873860705, NaN, NaN, NaN, NaN, -0.9921232750047495, -0.5437753199115609]; [-0.6876627945018481, -0.17935265501575515, -0.8139404873860705, -0.9921232750047495, -0.5437753199115609]
IsPositive; [-0.8527903321014281, 0.5549959340914958, -0.6332760822508323, 0.5382899991026502, 0.4073678927328237, -0.9360498781981839, 0.05939532816208759, 0.5513666314016166, -0.869978909665756, 0.8556409111253811]; [0.5549959340914958, 0.5382899991026502, 0.4073678927328237, 0.05939532816208759, 0.5513666314016166, 0.8556409111253811]
IsPositive; [-0.44501513812941806, 0.39325891405031377, 0.22140013038137907, -0.2195080365856923, 0.6447433462232028, -0.3064554223872602, 0.04119254828112395, -0.7282463705793707, -0.9324810831971821, 0.4872906197506399]; [0.39325891405031377, 0.22140013038137907, 0.6447433462232028, 0.04119254828112395, 0.4872906197506399]
IsPositive; [0.7303878020390755, 0.9284793660681387, -0.9824992734124605, 0.2268982878792949, 0.6530237630152895, 0.6450360353895097, 0.1639654367668364, 0.2817963165978008, -0.046395369856000235, 0.004249870169013903]; [0.7303878020390755, 0.9284793660681387, 0.2268982878792949, 0.6530237630152895, 0.6450360353895097, 0.1639654367668364, 0.2817963165978008, 0.004249870169013903]
IsPositive; [0.25999235929477704, -0.9614078994650885, 0.3354751029392862, 0.5204304075940076, 0.6768771416226664, -0.010317997416880553, -0.9185467766384174, -0.49984352348875993, -0.7267577807688772, 0.7862107461406027]; [0.25999235929477704, 0.3354751029392862, 0.5204304075940076, 0.6768771416226664, 0.7862107461406027]
