Operator; Left array; Right array; Expected result
DoubleProductOfTwo; [0.8607934726197182, 0.7159547261012913, -0.5453468173895775, 0.3279263646416959, -0.9639590951688382, 0.1978373702532812, -0.5678320615569588]; [0.7882651100277402, 0.18875595183742244, 0.8651499217125451, 0.8949757698659735]; [0.6785334614057428, 0.1351407157977503, -0.47180675637077857, 0.29348615065455175]
DoubleSumOfTwo; [-0.1533302754993322, -0.46078944775034136, -0.5138548958747438, 0.744657837716886, -0.486691311738094, 0.7319619715902652, -0.0011575928132023794]; [0.47936680781995533, 0.29797652969548594, -0.22999765925865656]; [0.32603653232062313, -0.16281291805485543, -0.7438525551334003]
DoubleProductOfTwo; [-0.6060210253933305, 0.6328217566310037, 0.5066196195606294, 0.6315877748162415, -0.05949295590470283]; [0.0996268993546996, -0.408867518061212, 0.8525241831845853, -0.6486452263066254, 0.26347968170180636, -0.8020064341358724]; [-0.06037599570369318, -0.25874026100885483, 0.43190547735121093, -0.4096763951281789, -0.0156751850852707]
DoubleSumSqrtsOfTwo; [0.514887402315994, -0.9015033995851391, -0.9657149664002715, -0.5461132686609462, -0.1961388417840806, 0.7602061124384949]; [0.6521484047268058]; [1.5251136096424456]
DoubleSumSqrtsOfTwo; [-0.018465679904998478, 0.5775768060680837, -0.9803066652849468, -0.5693288894285682, -0.8434554613914593, 0.2405442320846254]; [-0.2668439483969438, -0.5110747673773912, -0.8038451636975539, -0.38053499558313764, 0.346603315759866, -0.03906057670910279, 0.8133303498650835]; [NaN, NaN, NaN, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [0.5109221311099112, -0.13536304893198348, 0.17347845520330263, -0.6252446251515278, -0.8963550917624641, 0.5607053774029154, -0.15264593313233887]; [0.768833535946704, 0.5737490124717495, -0.3328281427776827, -0.4955435171145599, -0.48010968207420013, -0.1904438433896285, 0.39486771879168003, -0.047850036500940885, 0.07735009868984499]; [1.5916197044443574, NaN, NaN, NaN, NaN, NaN, NaN]
DoubleProductOfTwo; [-0.5566994114830119, -0.19437076492629068, 0.9686285870353739]; [0.6637375427288175, -0.8497676026064604]; [-0.3695022994163132, 0.16516997892819793]
DoubleSumSqrtsOfTwo; [0.2976441838702486]; [0.12728144144842002, -0.41706786584582]; [0.9023330098323362]
DoubleSumOfTwo; [-0.47866902021725033, -0.2377360678366971, -0.9249303533165278, 0.47018135622430113]; [-0.27595427624442603, 0.8322628874693936, 0.5193710883763052, -0.39204213649350583]; [-0.7546232964616764, 0.5945268196326965, -0.40555926494022265, 0.0781392197307953]
DoubleSumOfTwo; [0.6361827582036481, 0.06535691118749587, 0.6797010445594192, -0.8631774638834186, 0.17126098517900545, -0.6068800180673435, -0.9748288401852558, 0.7580346324941973]; [-0.8906367545336216, 0.7142658188443616, -0.25449912386764484, -0.6452724600637014, -0.09428846339326125, 0.12259056101501442, -0.4071496027308794]; [-0.25445399632997345, 0.7796227300318574, 0.4252019206917743, -1.50844992394712, 0.07697252178574421, -0.48428945705232906, -1.3819784429161353]
DoubleSumSqrtsOfTwo; [0.8510474369012202]; [-0.3301015300042347, 0.9336994195464716, 0.48369533148799704, -0.4162704523210792, -0.20808991698411572, 0.41096950990396874]; [NaN]
DoubleSumOfTwo; [0.5644183430225624, -0.5218344611703682, 0.5367786372973682, -0.10997184476767208, 0.3212442200113952, 0.40109356383493955, -0.6620935039850022, -0.1376451207550875, 0.7545999316216845]; [0.2046195374846329, 0.48980638303027835, 0.5024431893661288]; [0.7690378805071953, -0.0320280781400899, 1.039221826663497]
DoubleSumSqrtsOfTwo; [0.63993269142257, 0.18135858696462526]; [-0.525795096256227, 0.10928586186372446, -0.5385271525501101, 0.9180612059865234, -0.7508388878077594, 0.9817767178986843]; [NaN, 0.7564462911952585]
DoubleSumSqrtsOfTwo; [-0.2676178023605169, 0.8651687001302271, 0.4890532866768085, 0.3589484418067592]; [-0.8958201527782061, -0.6676805735372264, 0.983991692168537, -0.7702041096219578, 0.9202927043121043, -0.9250937457487258, -0.8095826707324716, 0.05376069008305584]; [NaN, NaN, 1.691287003105127, NaN]
DoubleSumOfTwo; [-0.3169708820497412, -0.8456366124456123, -0.7296501953510361, -0.26821724854638895, -0.7197711164223501, 0.3349388635854096, -0.13504852308818283, 0.5291506724208064, 0.757294496690577]; [0.9222869875373001, 0.3187766562980132, -0.9247869622993357, 0.922262788619064, 0.654293787731766, 0.10427946970808777, 0.051339017928712094, -0.8639713326832252, 0.02212577110575986]; [0.6053161054875589, -0.5268599561475991, -1.6544371576503718, 0.654045540072675, -0.06547732869058409, 0.43921833329349735, -0.08370950515947073, -0.33482066026241886, 0.7794202677963369]
DoubleSumSqrtsOfTwo; [-0.2081444232999896, 0.727345897282301, -0.7332144819405926, 0.229570957423322, -0.9311028614194268, -0.8820610201361823]; [0.9772012649426991, 0.8913194638499411, -0.9679569902507787, 0.20453729286993916, -0.7351999421501609, 0.5259080545924677, 0.2600094521204952]; [NaN, 1.7969429327126387, NaN, 0.9313936294316505, NaN, NaN]
DoubleSumOfTwo; [-0.59581350066755, -0.5095250116582981, 0.9166327586780751]; [-0.9799100647316374, 0.26608961727542035, -0.9929915207638964, 0.49380996195867066, -0.630384997956746, 0.23761231336430488]; [-1.5757235653991875, -0.24343539438287776, -0.07635876208582126]
DoubleSumOfTwo; [-0.061068363923578506, 0.034346300628255166, 0.8843673446126161, 0.2654499096867673]; [0.6670053377345109, 0.17965451740750815, 0.27914975170352063, 0.9839693185408886, 0.1350610027797028, 0.5405308670469164]; [0.6059369738109324, 0.21400081803576332, 1.1635170963161368, 1.249419228227656]
DoubleSumOfTwo; [0.2814066000485289, 0.29156909765254535, -0.7761100400360046, 0.4876882444156243, 0.7770030418512754, 0.22722706770558276, -0.873675046370491, 0.11921700250352707, -0.5320310575851752]; [-0.7667649449617766, -0.09038968736856945]; [-0.4853583449132477, 0.2011794102839759]
DoubleProductOfTwo; [0.35132308482005103, 0.06521808040203347, -0.8735536721855264, -0.7343908782794557, -0.4037274459244691, -0.6150445910118121, 0.3991916179774202, -0.1736491128029527]; [-0.9284521799123935, 0.6256895974799113, 0.8323457701703176, -0.6381252897117837]; [-0.3261866839547231, 0.04080627447516082, -0.7270987040603711, 0.46863339196376896]
DoubleSumSqrtsOfTwo; [-0.5731990226793189]; [0.5734700104507311, 0.8268564235472395, -0.3207232866281551, 0.08026626536525727, -0.4838290925920645, 0.3463739148138709, -0.8936765743670554, -0.5761275735628635]; [NaN]
DoubleSumSqrtsOfTwo; [0.24334899350413108, 0.9124495790801284, 0.06994666513073988, 0.8863744472522013, 0.6664031334100566, -0.2949019722140698, -0.5306129756773592, 0.7364004244226523]; [-0.6855317219320731, -0.5046536006295077, -0.7042919617171086, 0.4623899373593221]; [NaN, NaN, NaN, 1.6214672141338147]
DoubleProductOfTwo; [0.24467914962365467, -0.12727674305291492, 0.2638549028527213, -0.416023590144702, -0.24885835771277987, 0.029465787554826317]; [0.10038507154463283, -0.17055505835083618, -0.33484582337686963, -0.7754459820070883, 0.5694518838937321, 0.7564751498221303, -0.9900775553581491, -0.02549233916363125]; [0.024562133940450495, 0.021707692338094286, -0.0883507121977434, 0.32260382139787286, -0.14171286062224278, 0.0222901360551643]
DoubleSumOfTwo; [-0.6784259392913039, 0.0984566305464627, -0.6937834165688308, -0.9957898734099297, 0.2141785991258236, -0.6137572655270314]; [0.9211208752370013, 0.03985133955974618, 0.8798570076982626]; [0.24269493594569735, 0.13830797010620888, 0.18607359112943178]
DoubleSumSqrtsOfTwo; [0.7252864439228339, 0.5102300722590558, 0.6374106568465059]; [-0.9922729450761716]; [NaN]
DoubleSumOfTwo; [6.80366243118069E-4, 0.8243498086893621, 0.4139274812427476]; [-0.9447525475226715, -0.7622988444089229]; [-0.9440721812795534, 0.062050964280439214]
DoubleSumSqrtsOfTwo; [-0.06503909673925112, 0.2851372024773564, 0.9222838852003108, 0.36303603175121535, -0.7215886450030551, -0.3881237321677584]; [-0.5038206283765281, 0.19194842979049365, 0.8270020656989943, 0.5189900126180833, 0.9160339819784671]; [NaN, 0.9721015949041178, 1.8697526634586095, 1.3229343291074425, NaN]
DoubleSumOfTwo; [0.10921671807308386, -0.8341634003386134, 0.07430420427395701]; [-0.09364674652949345, -0.3832411652651808, 0.28750687561645494, -0.4984512468477653, 0.5946765758685717, 0.6884335743221517, -0.48760855098530453, -0.850047897447312]; [0.01556997154359041, -1.2174045656037942, 0.36181107989041195]
DoubleSumOfTwo; [0.8547506955631068, -0.297412730778422, 0.10054490478793032, 0.5545505161391702, -0.5937333492650554, -0.3845071856522271, -0.15813936011438923, 0.5950865347868399, -0.3458693342445882]; [0.9939062293104608, -0.8056076812847044]; [1.8486569248735676, -1.1030204120631264]
DoubleSumOfTwo; [-0.5023019647967881, 0.5646940478491969, 0.5425441803367212, -0.6135776025761497, 0.22242758285361686, 0.7533193538409804, -0.15763688888968397]; [0.30606915591220263, -0.3590898218734113, -0.6028872287123017, -0.8418995961208757, -0.027073231207104476, -0.16757484677239476]; [-0.1962328088845855, 0.20560422597578554, -0.060343048375580466, -1.4554771986970254, 0.19535435164651238, 0.5857445070685856]
DoubleSumSqrtsOfTwo; [0.5886072169820982, -0.6213855911839778, -0.08056349459131762, 0.8128270337577044]; [0.3106327455608986]; [1.3245517834917893]
DoubleProductOfTwo; [-0.578860560419376, -0.09461049439802083, 0.059696460991637945, -0.6604360909705655, 0.7606493169592243, -0.9528344962249171, -0.691617098726522]; [-0.9264126432036881, -0.8618979713864752, 0.664014388677477, -0.7325630631984696]; [0.5362637418244822, 0.08154459319352562, 0.03963930905157132, 0.48381108584822063]
DoubleProductOfTwo; [0.5345857847848141, -0.04358531295663326]; [0.926890944682708]; [0.4955027230731432]
DoubleSumSqrtsOfTwo; [0.1382587091457439, -0.39331208912429894, 0.3905977530967024, 0.741056300178039, 0.12261777171118204, -0.04851370323092863]; [-0.18144539251377734, 0.20186215245749195, -0.5369730218646389, 0.9793790402028553, 0.8216309913076234, -0.5661621974567872, -0.015218525528872151, -0.2415562181673394, -0.2909233386515129]; [NaN, NaN, NaN, 1.8504820816746306, 1.2566068356287001, NaN]
DoubleSumSqrtsOfTwo; [0.6564029440685946, -0.4051981459581764]; [0.8067062074036551, 0.28816048595921484]; [1.7083552320966704, NaN]
DoubleSumSqrtsOfTwo; [-0.08476884324913336, -0.25875097126394286, 0.3406174171069809, -0.5682426589899132, -0.9235056706139468, -0.5507939122643586, -0.25799124351047187]; [-0.11219598994926261, -0.5980809092838733, 0.2215504271257418, 0.7577450528725516, 0.7300992554180585, -0.6942087771935854, -0.1695316624325327, 0.2607505389545064, 0.867501022961537]; [NaN, NaN, 1.0543158153036036, NaN, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [0.7407460565920403, -0.17610859038433246, -0.7219649719546615, 0.10865259416649331, -0.9326134968439077, -0.5675372836152717, -0.5691991946222346]; [-0.578053663883568, 0.2334730940895846]; [NaN, NaN]
DoubleProductOfTwo; [-0.5135310270366467, -0.06633591856687726]; [-0.7644864116594772, 0.6216345145352422, -0.061497069930385395]; [0.39258749213505195, -0.04123669653457011]
DoubleSumSqrtsOfTwo; [-0.13552238648072779, -0.1103940327419286, -0.9797517081030243, -0.3635522813125649, -0.45680541794969987]; [-0.31618835737669837]; [NaN]
DoubleSumSqrtsOfTwo; [0.8303468532735849, -0.8972956545605077, -0.4523332733975145]; [-0.6458707095602092, -0.15789446781778227, 0.2494101278461356, 0.1462229383232625, -0.7300010038149463, 0.6976723697481868, -0.8042745447449127]; [NaN, NaN, NaN]
DoubleProductOfTwo; [-0.25867220916426015, -0.8410311455106048, -0.4971956701772846, -0.3479071847689601]; [0.295572096550365, -0.2532461433037636, 0.9579746325659875, 0.6977020036717023, 0.6507012576045761, -0.6569794981575621, -0.1496771596017168]; [-0.0764562871819949, 0.21298789399890708, -0.4763008394514841, -0.24273553990508462]
DoubleSumOfTwo; [0.20122141908912083, -0.8476595496153736, 0.10831099909434228, 0.7810185603436655, -0.37881420877822825, -0.942472473537737]; [0.5050969039312865]; [0.7063183230204073]
DoubleSumOfTwo; [0.5983164462600168, -0.5287433888773911]; [-0.1708802412212178, 0.2660312055800653, -0.8352203973019203, -0.6530988604580394, 0.6105914018217447, 0.10504632546467252]; [0.427436205038799, -0.2627121832973258]
DoubleSumOfTwo; [-0.19214476849225748, 0.08386383817616982, 0.9266942302480639, 0.35202236128061815, -0.9138131074421831, 0.3551309604273023, -0.030095602541298394]; [0.7093295102666075, 0.34975163760142247, -0.18808079414482504, -0.29046598835974247, -0.5913747043105346, 0.980114183542756]; [0.51718474177435, 0.4336154757775923, 0.7386134361032388, 0.06155637292087568, -1.5051878117527178, 1.3352451439700583]
DoubleProductOfTwo; [-0.26445463527790136, 0.4998371323627735, 0.188867022549998, -0.8322080766363888, 0.09086374295549948, 0.8653947177277692, -0.2784241120807658, 0.61692959219083, 0.858285068554463]; [-0.293485573447563, 0.37696968297409983, 0.6631831532320198, -0.4297808426967895]; [0.077613620285401, 0.1884234453254779, 0.12525342755625066, 0.3576670884758616]
DoubleSumOfTwo; [-0.7056638346945512, -0.4453432506055155, 0.9489181524939885, 0.0891122791044896, -0.8852144658943175, -0.804835611342333, 0.020528726571675815, -0.16192311024909745]; [-0.12752773896671887, -0.45634950624057846, -0.004111722971650966]; [-0.8331915736612701, -0.901692756846094, 0.9448064295223375]
DoubleSumOfTwo; [-0.06855860808126679, -0.2199178630768579, -0.24527199879958372, 0.7956445146324371]; [0.9513736216325306, -0.36423465918185016, 0.5074072966796244, -0.659724180783843]; [0.8828150135512638, -0.5841525222587081, 0.26213529788004064, 0.13592033384859414]
DoubleProductOfTwo; [0.47806210745517963, -0.8695233592160558, 0.44174181540207647, -0.4144715757537436, 0.9047651169293001, 0.32917626922385046]; [0.9338392470511883, 0.30205726313821346, -0.4446325968204805, -0.6657471243296951]; [0.4464331584696492, -0.2626458461195475, -0.1964128105064186, 0.27593325967445215]
DoubleSumOfTwo; [0.49347886059797563, -0.8992040832140487]; [-0.32908857966198624, -0.23351588175580318, 0.8986540283835858]; [0.1643902809359894, -1.1327199649698518]
DoubleProductOfTwo; [-0.6362145476876704, 0.44289886458877215, -0.11169764713126273, 0.07393689002714021, -0.5391064584793448, 0.9449855160118561]; [0.9460869872481434, -0.3253598512524176, 0.9160594285599524, 0.5510219157912093, -0.37734216190281544, 0.3563292654483734]; [-0.6019143046652684, -0.14410150870246755, -0.10232168280255574, 0.04074084679039876, 0.20342759653836637, 0.33672599477985676]
DoubleSumSqrtsOfTwo; [0.03240341422105519, -0.7737816361431176, 0.3680966658446747, 0.7893166007812138]; [-0.10625834173393356, 0.9395435573267454, -0.1835224429212694, -0.3796535416901614, 0.6307514303064923, 0.3692921350321341]; [NaN, NaN, NaN, NaN]
DoubleSumOfTwo; [-0.501959972320271, 0.788759334057938, -0.6267653507118065, -0.9399151610676362, 0.6207915692937764, -0.1279995806089027, -0.5943696596534755, 0.23839511487960952]; [-0.17752081363934358, 0.46541669115307127, 0.7011298036859184, -0.39497933996441503, -0.5166761799535715, 0.9938644041126792]; [-0.6794807859596146, 1.2541760252110092, 0.07436445297411187, -1.3348945010320512, 0.10411538934020492, 0.8658648235037765]
DoubleSumOfTwo; [-0.7695477495527887, 0.5967499310192379, 0.4418630482007402, -0.19227313973512827, 0.22454064363721415, 0.8457996174188591]; [0.7707016896990533, -0.06647882401561556, 0.9161411835963991, -0.135572214926454, -0.3540770066661476]; [0.001153940146264576, 0.5302711070036223, 1.3580042317971392, -0.32784535466158227, -0.12953636302893345]
DoubleProductOfTwo; [0.4293497192437996]; [-0.8065667293858412, 0.34345617991351474]; [-0.3462991988132006]
DoubleProductOfTwo; [0.2833655816352676, 0.9380313558235305, 0.06957917671350167, 0.8772617315651521]; [0.41692494736274455, -0.26417514271238307, -0.09473364090291603, 0.4141277456533623, 0.8584915449970498, -0.6577651756868153, 0.9170183227162332]; [0.11814218020769743, -0.24780456729337136, -0.006591488741097404, 0.3632984232410415]
DoubleSumSqrtsOfTwo; [0.2796707138763024, 0.3060902025620176, -0.4135304054315114, -0.3377469468385659, 0.23238908526400803, -0.2437611967960125, -0.08130223490454047, 0.9127709657510898]; [0.6842072667031311, 0.6284979511538455, 0.7093282049044654, 0.6115577973732724, -0.04478355660408617]; [1.3560072460662802, 1.3460328202698664, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.9753648902054541, -0.7028823847800219, 0.45349083142906843, -0.7693581981120818, 0.4217816065554336, 0.626985640200866, 0.03873985938010249, 0.7493945917387992, 0.5384122645333642]; [0.46099861445071855, 0.5183574045215398, 0.6773947330331325, -0.8860682589941646]; [NaN, NaN, 1.496457212876886, NaN]
DoubleSumOfTwo; [-0.648942039848263, 0.18475653092946076, -0.8948219520570209, -0.09289563140224111]; [-0.1705897350451726, -0.4445238577573223, -0.3418694372254103]; [-0.8195317748934356, -0.2597673268278615, -1.2366913892824312]
DoubleSumOfTwo; [0.34551749195369297, -0.3968280238346287, -0.8431612965248991]; [0.31902030492819544, -0.05227886311371854, -0.06835871143151961, -0.5651929707115471, -0.7636749459929335, -0.10835976581099871, 0.8202468047423757, -0.9964495509024396, 0.5281825383252803]; [0.6645377968818884, -0.4491068869483472, -0.9115200079564187]
DoubleSumSqrtsOfTwo; [0.9173091889892118, -0.8174382641099094, 0.7879339286481415, -0.6093814490427507, -0.8710695984750181, 0.701889496543564, -0.4756537881302412, -0.8199652128349864, -0.7992867952698326]; [0.7665054618669116, 0.5549872790618431, -0.4362315361551652]; [1.833265571821189, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.0070988492949595194]; [0.5577174810796524, 0.883937165888615, 0.3188622527512568, 0.6488499999291566, -0.862514362973503, -0.940967391958883]; [NaN]
DoubleSumSqrtsOfTwo; [-0.09198784981616548, -0.12902901186272642, -0.7875796044086196, 0.6017800023766262, -0.42701149616134026, -0.7371923085816849, -0.8564441780565515, 0.428237366622749, 0.3596538770171509]; [-0.6235324230834625, 0.7263734271044298, 0.9869999851964546, 0.22502911222053767, 0.4190825152223403, -0.7168709494245034]; [NaN, NaN, NaN, 1.2501171399380522, NaN, NaN]
