First operator; Second operator; Init; Left array; Right array; Expected result
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.8543586981438367, -0.14233489325738224]; [0.0010102659737927233, -0.8568387471594521, 0.8989894048813498, 0.13562389579196799, -0.4676865069941767, 0.592396952369024]; -8.546621217769882
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.4695785255630147]; [0.5727449208115754, -0.7124381961664634, -0.6956459811070637, 0.10636515236965138, 0.7420419002022649, -0.2037224702687035, 0.696332512881723, 0.8133638710263489, -0.0446319557354935]; 3.6808803167739983
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.2164676185404928, 0.3114617656196468, 0.4882373611882156, 0.7494569983210395, -0.49140442447148214, 0.3302207247127833, -0.0013518789070805504]; [0.2375737889461942, -0.5394685672916948]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9355135601345788, -0.015504882162883371, -0.05426629462641119, -0.9147329252007401, 0.10045438739155954, 0.17833346907040037]; [0.6059614368522677, -0.4676708411094632, 0.37777831047353105]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.06166491486157266, -0.9549197763614778, -0.41454107823289155]; [0.0920640951877012, -0.9873226731504443, -0.21396505364575713, 0.0632710828462204, 0.9707172357296936, -0.24859690623397745, 0.2697687737866179, 0.996243910852282, 0.6969291695550615]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.8511559377766169, -0.29081020438422533, 0.322532398371157, -0.8724063174260741]; [0.3604965052623237]; 11.21165244303894
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.4972214730328106, -0.9732611759393406, 0.9914267675264599, -0.832131716998888, -0.13609692901070658, -0.8600858848884256, -0.23269745479895043, -0.3585650103455844]; [0.8629245141329163, -0.17429578966875336, -0.8599174704882577]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.2895424573153076, 0.43269098527197225, 0.896697530517907, -0.05901782095727359, 0.7126173802637408, -0.9459661896178859, 0.5366685450856568]; [-0.19821609777201932, 0.9552070555798715, 0.8163951273252916, 0.7485540638378967, -0.11302948605481777]; 2.0069715264997554
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.4827460676568114, -0.6602676142894393, 0.10463967429001153, 0.015120260173473232, 0.7465901182809467]; [0.6473600335129042, 0.744573360184714, 0.2406689277046039, -0.8899726576801474, -0.5045953200889286, -0.7515347075003076]; -0.010145467579639909
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.4605891429337343, 0.928308073005113, 0.8930655729317576, -0.9935279562754187]; [0.6258756601642759, -0.43942469548214813, 0.5888885032514, -0.9870945960991715, 0.12798414951356407, -0.2630926753144409]; -2.3718060104505336
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8482247681261006, 0.6320455660836046, -0.6458486994138413, 0.762856665893376, -0.0585319193721221]; [-0.1855205454078941, 0.7102704929082344, 0.6578207376908469, -0.25823616580259445, -0.5130740388480313]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.45877912687877953, -0.06053594857260136, 0.12072687224988976, -0.6048500324663038, -0.040729455175289475, 0.7293017967200348, -0.3143130099620868, 0.5487074606468803]; [0.7898829337022626, 0.1299450058070608, 0.3168238677211106, 0.5979059495521739, 0.22096276171849083, 0.4123987044767108, 0.19165418531262923, 0.9675029157228698, 0.39726392103831265]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.4521946581516163, 0.9537547928575052, 0.37830803593867546, -0.7177888529901899, -0.9339689608270754]; [-0.2674308991506822, 0.5069934111245091, -0.07247945315531479, -0.5740178508709644, 0.887161523776663, -0.033941879511478756, 0.9537370386870239]; 0.04990943097670585
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.5662316023646001, -0.674701567157791]; [0.5300334658271872, -0.7379873975424349, -0.8523266943214756, -0.9597485990817887]; 1.4943697244982148
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.5906557196416207, -0.055283443553713285, 0.10861537981484304, -0.8887673604454422, -0.8071255102169301, 0.12223280341378362, 0.6052119665978195]; [0.8293897524310372, -0.31479583870140937, -0.9944332932584841, -0.26686072593315546, -0.16019917525704996, -0.9879312433925673, -0.13085211548680808]; 10.565803121670188
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9224229061465175, 0.2309278709300302, 0.9824281168150029]; [0.8154823171041887, 0.610213413835708, -0.6434980242709705, -0.5318831550554446, 0.22307202985712227, -0.17830176261634012]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.8408282480407931, 0.4169660882893367, -0.40871351481741836, 0.6272285184647668, 0.6970155861576075, -0.19007980259924295, -0.8693648219737766, -0.9058696533010451]; [-0.22134906503839957]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.24799950375750446, -0.10584282420400881, 0.31455998844526567, 0.8889537174540534, -0.27589743065237204]; [0.5054082135697331, -0.6338465054243974, 0.7874620735018354, 0.3162811830433332, 0.6107920405059406, 0.6501124104834319, 0.06281706708393608]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.033261405535428556, -0.9312518338852414, 0.9517565528988126, -0.6187717278889107, -0.1503739959303907, 0.5855742271103612]; [0.7814666829334167]; 3.3235001159661826
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.9737179767963222]; [0.08721290191854725, 0.017425592180406513, 0.0793299526211424, -0.608741428287275, -0.2690742871847991, 0.8803021029289395, 0.20469188545819827, -0.46456787061016724, -0.9887073600008209]; 10.609308787148695
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.25540349895389225, 0.28220855213952234, 0.7632568264899069, -0.3572491591666833, -0.8619557265223698, 0.438884858696154, -0.5316579092997136]; [0.4757740758761577, 0.3406818193228458, -0.7580266637176822, 0.9565469149901489, -0.9973982817801013, 0.027683550557422887, -0.2644999798732517, 0.6628350860989602, -0.8495318726892307]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.8992838553709732, -0.12642543476786727, 0.7970333533766425]; [-0.8971280815237601, 0.2457118026983267]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.8615311451166547]; [-0.6402831282007271, -0.49143444014880333, 0.7647293939673045]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9413387021374182, 0.13545974109358094, 0.36958560161417764, -0.9481618650103947, 0.4956089059384703]; [0.7492054164642667, 0.14378534082161676, 0.7177223074425607, 0.9949213364072358]; 2.7920982588425747
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8374724935343911, -0.8460279229532026, -0.18502664058265128, -0.7239246834019515, -0.9099345065465272, -0.7351090844626629]; [-0.12420003573968597, -0.08573065958692916, -0.26756230457699814, 0.9709396933629286]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.5461525023858369, 0.04009871234983642, 0.9504477948934076]; [-0.46836270857006546]; 9.74420253469025
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.4850245547678209, 0.8526538954467651, -0.45358234007490683, -0.4014883238262139, -0.10504128712486627, 0.2928909332768881, -0.32800542311888137]; [0.8962111973681643, 0.5595506565063129, -0.13316230083573832, 0.547796328046712, -0.04771375535253619, -0.4139896671874699]; 10.6360118167148
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5539104191442885, -0.34122567058206266, 0.6142268909342219, -0.8143950416087953, -0.9765619351299555, -0.6198110562753327]; [-0.85101611876063, 0.7720741503835651, -0.1356318655302826, -0.40739187886721373]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.08934043228408473, -0.5821266319356657, -0.7294509092384884]; [0.2603554796696881, 0.6731437425076026, 0.2803669703892737, -0.7406643505979864, 0.1763499186771078, 0.7155440883806861, -0.005141942517318698]; 0.018640732416027535
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.13631483916887377]; [-0.8827061948440529, -0.9389677505658687, -0.771391611735059, 0.46978934481195256, 0.5066836947635309, -0.618795643219096, -0.4002337656017929, -0.3648921918438206, 0.34913114164132497]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.984174139958057, 0.9873867081519128, -0.8326179732564045, -0.322000479577786, 0.7989053770732404, -0.10650592603822129, -0.10440053112729752, 0.04937540947118513, -0.6318690713814341]; [-0.034598795437869256, 0.5267671629321822, 0.7189112319295681, 0.3251608168158262, 0.04626770241394618, -0.7422544235819177, 0.054089894310687114]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.7959029374581956, -0.8058574660835083, 0.3992838971834767, 0.46297835972161017, -0.5659440744341799, -0.0054960332590427985, -0.8302118779924377, -0.3384470591334623, 0.7178273944852231]; [-0.8114256982184012, -0.970755224611408, -0.5448056713986298, 0.5088833355881537, 0.14945319518316946, -0.5508870495069524, 0.37596573001417655, -0.7257741997415168, -0.9396218267687044]; -3.4290388626813574E-6
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.1481117227659272, 0.49580425730253097]; [0.11583407931727674, -0.21581270657815255, -0.3955666039712433]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.47322992959128607, 0.8095475621087096, -0.6396753172086385, 0.4120591193849319, 0.9230139047827268, 0.4238068508168884, 0.8254941743374495, 0.23573266080259048]; [-0.8848604561823195]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.22948771291136771]; [0.6263329509576241, 0.9426783198922906]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.2361528975935845, 0.9343982777123325, 0.2772427453339046, -0.6989724140387603, 0.7392054137132666, 0.43396337619169234, 0.11378079319361478]; [0.6420661833184174, -0.8391453947352003, -0.8138641251650249, -0.9982204147675677, 0.5390159348658441]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.050419080515832215, 0.3784961743270754, -0.3153710500613385, 0.18917991320874883]; [0.7578150380901123, -0.4029830920107622, -0.91407931463678, -0.16332961085081465, -0.11325435107321624]; 0.005505202802603389
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.11392319293128139, 0.3319207894221017, -0.464170884288182, 0.6766934173745309, 0.10941550963386049]; [0.5181001468177275, -0.16915908422476944, 0.5518526726027291, -0.2173614280808296, -0.6837792799238203, 0.5149310648894458, 0.15671680743183702]; 10.767435052264632
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.8014201274986539, 0.40323874655394154, -0.4670712497245064, 0.5625213099141364, 0.3469443723605068, 0.3905536031164756, 0.3038687103960591]; [-0.12444879392802166, -0.8713354132985291, 0.44189481566031064, 0.2656939374850915, 0.7451775697337797, -0.8235982840488734, 0.09040746330927041, 0.28201355138923057, -0.7519979061850128]; -0.012321047761688752
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9607144440553048, 0.900259552709141, -0.29874069757606403, -0.5844951178782412]; [0.449268334484632]; 4.349704617307191
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.4346376005576966, -0.6785237171555025, 0.27610616801878196, -0.9239283977941402, -0.20244011394256245, 0.28937307576799554]; [-0.30143210587732727, -0.7179142906934928, -0.07109223099908868, -0.9498527959738932, -0.44782245472044924]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.720140228739667, 0.5374309037178411, 0.8649930614572359, -0.25982866477259203]; [-0.9985216376656367]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.3969894663351601, -0.8739106898120994, 0.5163702626002022, 0.8082528663792423, -0.29017946747602585, 0.7242541983561377]; [-0.8389828721751711, -0.5277728475771419, 0.6339967954242389, -0.9376534212033671]; 8.383310627300744
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.5703201073658437, 0.18370906310249224, -0.7100111124558048, -0.042117074945954736, -0.3947785944992135, 0.8956797496046056, -0.5436901281338782, -0.3587706270258666, 0.14842797915080053]; [0.18507335884073228, -0.03883501163076253, 0.3311197377852484, -0.26524534078678763, -0.007439367276054654]; 5.808478548390537E-8
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.0807060314589767, -0.5428596771832035, -0.6516528273537947, 0.09661027451843118]; [0.7874230695126352, -0.5007864259265347]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.47863283406096224, -0.015757483603819233, 0.1834520271483444, 0.6270025327830027, 0.22223763409885877, -0.09996984425266642, 0.963341107043608]; [-0.15245039420427164, -0.8124376613235804, 0.28654281940785853, -0.926914585019396, 0.20735277545237585, -0.6696511198041819, -0.42642906896586386]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.13299574937269631, -0.25452635786333655, 0.6481801971014904, 0.3301064695430922, -0.9886984870542781, 0.35716242881832083]; [-0.34150496588323853, -0.8378019139535218, 0.14291529135375058, -0.49712502055209473, -0.19584594030088298]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.4214386718526597, -0.1354719089356753, 0.7854482660747737, -0.49901667503812086, -0.21701476701827738, -0.9586250709637758, 0.8185908239778361, 0.5400022245332081, -0.9413509603409915]; [-0.4372481285727219, -0.47726418964487083, 0.4105598182017294, 0.22973798935913914, -0.2591057177152336, -0.9903056817985187, -0.2233823350297517, 0.6159705514011238, -0.6578422943042901]; 0.03185352171336407
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.555437884924918, 0.8169338574672513]; [0.34092347077416063, 0.8802020921111768, -0.18927095660398874, -0.5690817921238207, -0.1888847458469638, -0.7518558041547241]; 13.171198370114036
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.6377895992660514, 0.4154442253671615, 0.7949677394062931, -0.9735908631229815, -0.9680479559071531, -0.3660807181728569]; [-0.13047058303929715, -0.12472213754101591, -0.10865137722291052]; 10.20877826770418
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.927429412621753, -0.5030157272214268, -0.6941074969439451, -0.13435158903541478, 0.058792164790212764, -0.2003894236283199, 0.8207478233118732, -0.9817145345689093]; [-0.666135577944962, -0.779004697178167, -0.07553817270869212, -0.8704204875187689, 0.7104702211459739, 0.6929490133895484, 0.827884591569142, -0.9777447480682846]; 5.615157175058889E-5
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.18382677985631868, -0.32829104436878676, 0.8033705863518283, 0.2366275095625987, 0.028365088933603788, -0.5363439106736525, -0.9036958632228433, -0.8788152287193576, 0.0793541359496408]; [-0.370085376886524, -0.9422656730480505, -0.8203012050956711]; -0.04006666676989777
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.6537563353704368, 0.9408421138954337, -0.2647590181182906, -0.39612554320119675, -0.06174427644913738, -0.6544412332443434, 0.5439187779276666]; [0.32094841005910535, -0.2865842482348824]; 6.377082463939433
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.2716939610924387, -0.16336784999479237, 0.5985321007608981]; [-0.863559090883018, -0.1574359235480769, -0.7975398311334139, -0.7256112772995573, 0.9710300591960719, -0.2545004533955202, 0.14451434840917643]; -0.0288059568194577
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.0167215866010495, 0.13132640241288152, 0.2994542889273175]; [0.4230802059477672, 0.6709438956099882, 0.6979837176150361, -0.1361718908850933, -0.20270267903916017, -0.2882108127652123, 0.6678851343827086, -0.8301529626477233, -0.8416414791737772]; 2.6634300636830677
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.9049864956784788, -0.38493532902577465, 0.552351483759038]; [-0.8805241689640235, -0.6091701039138326, -0.8311004502572059, -0.793122471575072, 0.012624313161498923, -0.01839267329909844, -0.24334478722480446, 0.9469460567736872]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.9393422376013325, 0.3192562648593982, -0.5890189446153808, -0.9443847453977103]; [-0.9673691182063873, -0.23688615816870584, -0.3910288526353134, 0.2569916044923404, -0.5907371136319932, -0.6429676810480767]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.9120811069546251, 0.5775364930538802, -0.5734256371655824, -0.9452348977671483, -0.6260891199674565, -0.0763550111396527, -0.19491970633974232, 0.36563500964716655]; [-0.6370794203340178, -0.42888527548693633, -0.061980032653681905, -0.8321395279173092, 0.7100776857428017, -0.5562367479885917]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.7187962362541434, 0.5248056696757477, -0.9886938144836888, 0.05259221533795655, -0.898702054152758]; [0.7398114335283574, -0.197463046534188, -0.726461209301652, -0.9420486141520843, -0.4018459048038323, -0.7447803485100859]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.7609939869863873, -0.8950684558663333, -0.22992958430339172]; [-0.8871283589586731, 0.7259085537636962, -0.9822952448167102, 0.6866774376616971, -0.10808125490424225, -0.9485517046147534, -0.5103401219848187, 0.8510057739848951]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.33890209854680386, -0.7241993860046787, 0.18644063084618523, -0.4907429498348921, -0.18279300934027942, -0.15912525990941107, -0.5923818148325168, -0.11721449829164343]; [0.1910036237072794, 0.18727974462824748, -0.9228000042864393, -0.25080507961497367, -0.4544305734169205]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.22989693226361796, -0.3307626464828384]; [-0.9386674085487576, 0.07047231112921426, -0.12334466306325642]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.3720591931269517]; [0.5058529092313437, -0.1714247579513113, -0.7535145563028449, 0.3044261827429722]; 4.311712270172388
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.5715864893915157, -0.7216452130460902, 0.9256131550673636, 0.9191635608238229, 0.3904570680634003, 0.9731091907255598, -0.4689360101362612, -0.1354020942220795, 0.7729238260534324]; [-0.6705488648777547, -0.8415652437046561, 0.5213877451347553, -0.6948708342063903, -0.03900506182932384, 0.5343568839979953, -0.8078956178066221, -0.8275682579371086, -0.5108341123025193]; 8.74715363040601
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.3026343890809573, -0.5068158260979803, -0.5557913326742843]; [0.9715721659729404, -0.5151752559400786]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.8836396840646443, 0.9640437205459278, -0.8706019527470019, -0.5898045033449137, -0.5378175444744664, -0.44307298848170973, -0.5912093957607494]; [-0.8659195113351066, 0.1741759646585359, 0.43365320102732396, -0.42277061222244683, -0.33588671046632745, 0.3921025087950911, -0.9895029424063719, 0.03438297938038071, 0.6629047695934716]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.5320057306844295, -0.9873638725038514, -0.6920271540329286, -0.20010124241878002, -0.696456628648995, 0.692679771700071]; [0.3086795868606591, 0.9521293479476629, -0.7566277003011848, 0.27105508933186817]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.8341438056992412, 0.2405133451793635, 0.6692108341587568, 0.2928914546815893, 0.5406270272120868, 0.38245144864921654]; [0.5574921037063589]; 16.59968673676119
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.5035654533779119, 0.14191690712380156, 0.6481534037536716]; [0.9601455369154015, 9.130016173652944E-4, 0.9485733828432155, -0.17275875864356705, 0.8781298065275978, -0.8528298459215977, 0.026630512612523694, -0.9561724562433003]; NaN
