Predicate; Input array; Output array
IsPositive; [-0.024191940492696462, 0.8852139031776276, 0.9854676203712776, -0.840542662107266, 0.8958962332121949, -0.29515991071226777, -0.3742651333486364, -0.6480071986675473]; [0.8852139031776276, 0.9854676203712776, 0.8958962332121949]
IsNotNaN; [0.26110429277961344, -0.668935784545097, NaN, 0.6329605528422997, 0.19937108993976826]; [0.26110429277961344, -0.668935784545097, 0.6329605528422997, 0.19937108993976826]
IsPositive; [0.39760854138903134, 0.9899101379879267, -0.40473752311640343, -0.19211870489760097, 0.01184802892318415]; [0.39760854138903134, 0.9899101379879267, 0.01184802892318415]
IsPositive; [0.7338381398160332, -0.0615282458754387, -0.5727248336309987, -0.6010795816248073]; [0.7338381398160332]
IsPositive; [-0.686265953533747, -0.4661390399631913, 0.8175708197997582, -0.390570713063632, 0.029127450138885846]; [0.8175708197997582, 0.029127450138885846]
DivisibleByTwo; [0.6501003578631581, 0.5178422264245379, -0.06344746112411315, 0.7930333204040529, 0.4903204938855028, 0.9939623099197121, -0.4737388492962109, -0.7611558353145844, -0.06462319018734153]; []
DivisibleByTwo; [-0.6865143226909645, 0.8147408685705775, -0.6747817976554371, 0.4447927222508721, 0.03401126301051849, -0.10999663909005752, 0.9036228091039007]; []
IsPositive; [0.4359991120085882, -0.24886894299274132, -0.34993933111298015, 0.1292108307085904]; [0.4359991120085882, 0.1292108307085904]
IsPositive; [-0.8558719049146204, -0.6756637433987613, 0.7179303663871865, -0.17577914250584836, -0.04123937933955979, 0.1840182076382333, 0.47412758340808536, 0.9441090031042383, 0.5406670147291233]; [0.7179303663871865, 0.1840182076382333, 0.47412758340808536, 0.9441090031042383, 0.5406670147291233]
IsNotNaN; [-0.6800330750446035, NaN, -0.8498639584487324]; [-0.6800330750446035, -0.8498639584487324]
IsPositive; [-0.3592793922869415, -0.4384643922364786, 0.9921825867864218, 0.15814760254991933, 0.47480564968122474]; [0.9921825867864218, 0.15814760254991933, 0.47480564968122474]
IsPositive; [-0.4180946658712452, -0.7990149599049092]; []
DivisibleByTwo; [0.011802764067680327, -0.247319513338488, -0.3063505365804533, -0.7133765696061865, -0.2804793988343779, 0.015398426126987719, 0.9500633290221108, -0.6632860266703622]; []
IsNotNaN; [-0.20206979275181003, 0.8050285510505248, 0.32649001608087325, 0.25454445152230853, -0.8193740923131241, -0.6279398016112161, NaN, 0.9701759148586617]; [-0.20206979275181003, 0.8050285510505248, 0.32649001608087325, 0.25454445152230853, -0.8193740923131241, -0.6279398016112161, 0.9701759148586617]
IsPositive; [0.6795442867084414]; [0.6795442867084414]
IsPositive; [0.12001485964487557, 0.25565762261888025, 0.5683480509162302, -0.2727046673935527, -0.20657005537136564, -0.9430088093152975, 0.3598599685519379, 0.48229647374522355, 0.5345197872540846]; [0.12001485964487557, 0.25565762261888025, 0.5683480509162302, 0.3598599685519379, 0.48229647374522355, 0.5345197872540846]
DivisibleByTwo; [0.20381102075925295, -0.5515101604374084, -0.4554273921495333, -0.6345406086981995]; []
DivisibleByTwo; [0.35308418360240057, 0.18340693680062037]; []
IsPositive; [0.5086017708594885, 0.3973778900989666, -0.31089964999610586, -0.9625800004401932]; [0.5086017708594885, 0.3973778900989666]
IsNotNaN; [NaN, -0.8762119300373565, NaN, -0.08570267670802978, NaN, 0.525320142767367, NaN]; [-0.8762119300373565, -0.08570267670802978, 0.525320142767367]
DivisibleByTwo; [0.6637835007421522, -0.4098117601049662, 0.39426801620697005, 0.2894439536337805, -0.3291706114873494, 0.7194788890966421]; []
DivisibleByTwo; [0.28159668738497934, 0.7801547701294826, -0.21405829702129164, 0.7195954776410394]; []
IsPositive; [0.7757004935206362, -0.3712473207037512, -0.4235502679800274, 0.12079547877109409, -0.5586572800851108, -0.8813498402111661, 0.9038774344812719, -0.36586082896474803, 0.6788467746268907]; [0.7757004935206362, 0.12079547877109409, 0.9038774344812719, 0.6788467746268907]
DivisibleByTwo; [0.8907107303015871, -0.82950117663359, -0.902766033556488, -0.99224949642207, 0.7575208140202436]; []
IsPositive; [0.22854677639454546, 0.390142105799131, 0.8357762720730624]; [0.22854677639454546, 0.390142105799131, 0.8357762720730624]
DivisibleByTwo; [0.8829969077171385, -0.09156567175420216, 0.020487282493986125, 0.6431087186971802]; []
IsPositive; [0.7578091114823029, 0.39773936088102935]; [0.7578091114823029, 0.39773936088102935]
IsNotNaN; [0.9928117065818669, -0.30638623247298846, 0.4733679813714238, NaN]; [0.9928117065818669, -0.30638623247298846, 0.4733679813714238]
IsPositive; [0.30574997716628904, 0.8787731969411341, -0.31811392309521014, 0.027510010642573635, -0.03839700750076114, 0.10674859939027392]; [0.30574997716628904, 0.8787731969411341, 0.027510010642573635, 0.10674859939027392]
IsPositive; [-0.6727069220732365, -0.34143788198688796]; []
DivisibleByTwo; [-0.27359047666377, 0.7681305621932595, 0.7415472353104637, -0.6117558619613765, -0.9553707024344134, -0.758431562633169, 0.023152068424738603]; []
DivisibleByTwo; [-0.8018008394451877]; []
IsPositive; [-0.5089328018528547]; []
IsNotNaN; [0.14661744021448708, NaN, -0.005580432169659755]; [0.14661744021448708, -0.005580432169659755]
IsNotNaN; [-0.06631659764704678]; [-0.06631659764704678]
DivisibleByTwo; [0.10777980323985337, -0.9784406034928579, -0.8115988378268635, 0.18445018029291527, 0.16285799612271856, -0.3995194013819938, 0.3971270079955378]; []
IsNotNaN; [NaN, -0.36962198880116204, 0.4653769417328586, 0.03464741007735772, NaN, 0.24498199991990277]; [-0.36962198880116204, 0.4653769417328586, 0.03464741007735772, 0.24498199991990277]
IsNotNaN; [-0.4904664665961418, 0.9684119369517463, -0.7776568898503913, NaN, -0.7130226259055177, NaN, 0.5821456599126513]; [-0.4904664665961418, 0.9684119369517463, -0.7776568898503913, -0.7130226259055177, 0.5821456599126513]
IsPositive; [0.16618616418961052, -0.2675999920240164, 0.9665000571265334]; [0.16618616418961052, 0.9665000571265334]
DivisibleByTwo; [-0.30108314823925353, -0.04997357008597492, 0.5993213110330526, 0.05742833868194541, -0.569515036008093, 0.37360114791074617, 0.996193394932831, -0.32903066346786236]; []
DivisibleByTwo; [0.19476948624218382, 0.17158316610530822, 0.8474103738046443, -0.7519150676933326, 0.049669143031108254, 0.24452653837665506, 0.36595498333334997]; []
IsNotNaN; [NaN, -0.5238543870603032, -0.5479743406741464, 0.696678456119395, -0.49134331472629644]; [-0.5238543870603032, -0.5479743406741464, 0.696678456119395, -0.49134331472629644]
IsNotNaN; [-0.6356801069314499, 0.43409678631055315, NaN, 0.5372794003916488]; [-0.6356801069314499, 0.43409678631055315, 0.5372794003916488]
DivisibleByTwo; [-0.7565866236524501]; []
IsNotNaN; [-0.7205522308471546, NaN, 0.5827921871308614, 0.14988211707438404, -0.0215599067578498, -0.061599765852444754]; [-0.7205522308471546, 0.5827921871308614, 0.14988211707438404, -0.0215599067578498, -0.061599765852444754]
IsNotNaN; [-0.15791782115429642]; [-0.15791782115429642]
IsNotNaN; [NaN, -0.9698102443783057, 0.7640682153124354, -0.7898956251757057]; [-0.9698102443783057, 0.7640682153124354, -0.7898956251757057]
DivisibleByTwo; [-0.13547278649031846, -0.6826069972810263, -0.10232492604567311, 0.5241578170790597, -0.10091313320976347, -0.5808958179827193, 0.7591321430227636, -0.2530007857137886]; []
IsPositive; [-0.8425518746432734]; []
IsNotNaN; [0.9008332159579122, 0.8874049504185875, NaN, NaN, NaN, NaN, NaN, -0.3448914014857811, -0.4573069890185497]; [0.9008332159579122, 0.8874049504185875, -0.3448914014857811, -0.4573069890185497]
IsNotNaN; [-0.21382188297821147, -0.10546704559931919, -0.5168757088046192, NaN, -0.8588021411316626, 0.5041910114950061, -0.8729911027146198, -0.813284080045434]; [-0.21382188297821147, -0.10546704559931919, -0.5168757088046192, -0.8588021411316626, 0.5041910114950061, -0.8729911027146198, -0.813284080045434]
IsPositive; [-0.14307579172811513, 0.9604700667809318, 0.6706828776005489, -0.20264005166446997, -0.2664304231325625, -0.794841471931071]; [0.9604700667809318, 0.6706828776005489]
DivisibleByTwo; [0.6325306195677343, -0.7519811499483318, -0.9896331662952742, -0.021506651787218445, 0.2986052120321605, 0.787159704533934]; []
IsPositive; [-0.6888930599711669, -0.4487001072109902, 0.7504232618039115]; [0.7504232618039115]
DivisibleByTwo; [0.19452273470321857, 0.31713316064236974, 0.13016078058815617, 0.5149004302236027, -0.26565530718931685, 0.983039396206782, 0.5677548008432127, 0.49249468456392553, 0.5323133492084529]; []
IsNotNaN; [-0.0049163333784649765, NaN, 0.3606400177576419, 0.6011672546203897, NaN, -0.4682939653063065, -0.9969316178619847, NaN]; [-0.0049163333784649765, 0.3606400177576419, 0.6011672546203897, -0.4682939653063065, -0.9969316178619847]
IsPositive; [0.598423580925932, -0.887298584284639, 0.6816340437687918, 0.9159368361898617, 0.07072016790757352, -0.40544904798337567, 0.6457696027023709]; [0.598423580925932, 0.6816340437687918, 0.9159368361898617, 0.07072016790757352, 0.6457696027023709]
IsPositive; [-0.8508952380415313, -0.36484052074224094, 0.3455461760946843, 0.6657181504622023, -0.3577687788302184, 0.11390754536782044, 0.27480044336645926, 0.5792034161519302]; [0.3455461760946843, 0.6657181504622023, 0.11390754536782044, 0.27480044336645926, 0.5792034161519302]
IsNotNaN; [NaN, 0.33946289370881066, -0.6134581461424584, NaN]; [0.33946289370881066, -0.6134581461424584]
IsNotNaN; [NaN, 0.8577359537242746, NaN, 0.42308655264515127]; [0.8577359537242746, 0.42308655264515127]
IsPositive; [0.5517336066887237, -0.1744962684857736]; [0.5517336066887237]
IsPositive; [0.1459175836466282, 1.187703014347008E-4, 0.14892244501469087]; [0.1459175836466282, 1.187703014347008E-4, 0.14892244501469087]
IsPositive; [0.3276438870290601, -0.737889523200683]; [0.3276438870290601]
IsPositive; [0.11639597484449249, 0.09668692622340869, 0.3493158266853278, 0.5388877330045982, -0.4383906939560709, -0.8408160447734652, 0.46052320604706387, -0.6507137048690854]; [0.11639597484449249, 0.09668692622340869, 0.3493158266853278, 0.5388877330045982, 0.46052320604706387]
DivisibleByTwo; [0.5690966476474373, -0.7098574663672574, -0.09474256709426765, 0.052464361060037934, 0.28738381201104723]; []
IsPositive; [0.16523037318533884, -0.7653122748776091, 0.3199878177778748, 0.20901073823490002, -0.12124717179249167, 0.8836284900488736, 0.29627870014158764, 0.6404437401786462, 0.13506591272670554]; [0.16523037318533884, 0.3199878177778748, 0.20901073823490002, 0.8836284900488736, 0.29627870014158764, 0.6404437401786462, 0.13506591272670554]
IsNotNaN; [0.16178053472053877, NaN, -0.9746090066460911]; [0.16178053472053877, -0.9746090066460911]
DivisibleByTwo; [0.7592280409586758, 0.016008381671944294, -0.6735264356098203, -0.525146283373177, 0.1580554854756473, -0.38281812662202674, -0.4611410875021871]; []
DivisibleByTwo; [0.2107607799811455, -0.5181144222447502, -0.6651250421380452]; []
IsNotNaN; [-0.9682701216101957, -0.20394884599904262]; [-0.9682701216101957, -0.20394884599904262]
IsPositive; [0.668994447301531]; [0.668994447301531]
IsNotNaN; [0.9854809199621248, NaN, 0.0025831041505604, 0.29875536618269094, 0.374069151736526, NaN]; [0.9854809199621248, 0.0025831041505604, 0.29875536618269094, 0.374069151736526]
DivisibleByTwo; [0.9592654956829318, 0.23626475104825806, -0.902426843939288, -0.5809619910507124, 0.8263213772137066, 0.4203033094949078]; []
DivisibleByTwo; [0.3366662768994966, -0.2515647180100067, -0.3423892114615492, 0.8281411623587376, 0.9359464160836746]; []
IsNotNaN; [NaN, -0.6585459493990815, NaN, -0.5431827834331253, NaN, 0.5514134110106552, 0.9713089974914231]; [-0.6585459493990815, -0.5431827834331253, 0.5514134110106552, 0.9713089974914231]
IsPositive; [-0.9152819055395158, 0.2431026609588136, -0.5079938285259633]; [0.2431026609588136]
IsNotNaN; [-0.9753557386486416, -0.7178779033195062]; [-0.9753557386486416, -0.7178779033195062]
IsPositive; [0.5400339092845854, -0.10966222574255635, 0.7156563693957174, 0.9009853311150946, -0.06987953872438268]; [0.5400339092845854, 0.7156563693957174, 0.9009853311150946]
IsNotNaN; [-0.8368402133762891, NaN]; [-0.8368402133762891]
IsPositive; [0.1030979996960113, 0.643471014328739, -0.02012780436827688, 0.8194033695194991, 0.8840517025837447]; [0.1030979996960113, 0.643471014328739, 0.8194033695194991, 0.8840517025837447]
IsNotNaN; [-0.32516834681485385, -0.4544939467131093, -0.20421241669731272, 0.2563048163798858, NaN, NaN, -0.9313693797273974, NaN]; [-0.32516834681485385, -0.4544939467131093, -0.20421241669731272, 0.2563048163798858, -0.9313693797273974]
IsNotNaN; [-0.10319355081074977, 0.8085014163712043]; [-0.10319355081074977, 0.8085014163712043]
IsPositive; [0.8526235708942016, 0.5276899727381146]; [0.8526235708942016, 0.5276899727381146]
IsNotNaN; [0.639485364301388, NaN, -0.8547301806653949, -0.028181874552188235]; [0.639485364301388, -0.8547301806653949, -0.028181874552188235]
IsPositive; [-0.4152944890180712, 0.18469036803513172]; [0.18469036803513172]
IsNotNaN; [-0.3897634012442379, NaN, 0.27222636726834115, -0.7610764476647829, NaN]; [-0.3897634012442379, 0.27222636726834115, -0.7610764476647829]
DivisibleByTwo; [0.910708774708241, 0.5375916524034952, -0.933742508162619, -0.846549922512029, -0.7501672603291434, -0.983615338987617]; []
IsNotNaN; [-0.35530068649848556, -0.15255764119366533]; [-0.35530068649848556, -0.15255764119366533]
IsNotNaN; [-0.5666356432257926, -0.898030419774047, NaN, -0.22293546655806806, 0.5838559060764461, -0.33340646337131186, 0.8949948515708792]; [-0.5666356432257926, -0.898030419774047, -0.22293546655806806, 0.5838559060764461, -0.33340646337131186, 0.8949948515708792]
DivisibleByTwo; [0.58772555911023, -0.42644890699013693, 0.9436155731142652, 0.690579190562141, 0.5029568949678731, 0.9358170792044125, -0.6309802371621847, 0.007502333378088588]; []
DivisibleByTwo; [0.585134790347468, -0.43450408150603437, 0.8932594237912836, 0.5887271948629937]; []
IsPositive; [0.9464230247572352, 0.7558442189426025, 0.2998702276812859, -0.5055202690157432]; [0.9464230247572352, 0.7558442189426025, 0.2998702276812859]
DivisibleByTwo; [-0.7987436853503387, -0.05800551230720874, 0.40518172194275226]; []
DivisibleByTwo; [0.20744773268159822, 0.6958260710378013, 0.15563806282423798, -0.33615485785555865]; []
IsPositive; [-0.759630651584521]; []
DivisibleByTwo; [0.6066706929682599, 0.6428956196519973, -0.3322113014179726, 0.7262971821530444, -0.13038731860977992, -0.6428950089681527, -0.6984000592554498, 0.3878394809341741]; []
IsNotNaN; [0.08192649324114543, -0.8894758918021783, -0.09477325916455115]; [0.08192649324114543, -0.8894758918021783, -0.09477325916455115]
DivisibleByTwo; [0.010194499260469225, -0.9852398265138547, 0.053710250129813675, -0.3047214717878113, 0.08381159985744335, 0.1794762744569165, -0.15139569307425504]; []
DivisibleByTwo; [-0.09090005474258489, -0.36397338562452575, -0.9892834275941129, -0.5888872132616112, -0.3388197095740746, 0.4370350759571562, 0.6606366407907707]; []
IsPositive; [0.4212473234378349, -0.6606477923115095, -0.2559166100294459, 0.1428966535392837]; [0.4212473234378349, 0.1428966535392837]
IsPositive; [0.9336454830099963, -0.48137661538211507, -0.46122770360792065]; [0.9336454830099963]
IsPositive; [0.6216355085409706, -0.6314356630849745, -0.16662270772859777, 0.8158837166792781, 0.009795885826532569, 0.9232018812078921, 0.024066831318350523, 0.898156858759009, -0.27719142624510185]; [0.6216355085409706, 0.8158837166792781, 0.009795885826532569, 0.9232018812078921, 0.024066831318350523, 0.898156858759009]
DivisibleByTwo; [0.015468113526332594, -0.5375813094373607, -0.020043998739398328, 0.4277850716159717, -0.24290673624618164, -0.14044621105347233, 0.14378690745168288]; []
IsNotNaN; [-0.0649921896507002, 0.6502256658949319, NaN, -0.05286467600236744, NaN, -0.2885622726123185, 0.9645389358469816, 0.3431164002225602, -0.282715700461889]; [-0.0649921896507002, 0.6502256658949319, -0.05286467600236744, -0.2885622726123185, 0.9645389358469816, 0.3431164002225602, -0.282715700461889]
IsNotNaN; [0.04932441424516054, -0.43829721835419155]; [0.04932441424516054, -0.43829721835419155]
IsNotNaN; [-0.8230608071161225, -0.5030734850696283, -0.4433563276067489, -0.49983827026873673, -0.20879343614866097, -0.960091883935666, -0.17478587510187893]; [-0.8230608071161225, -0.5030734850696283, -0.4433563276067489, -0.49983827026873673, -0.20879343614866097, -0.960091883935666, -0.17478587510187893]
DivisibleByTwo; [-0.40540916835221896, 0.3765856175399309, -0.23787109939486872, 0.6515511783757428, 0.7350286928416503, 0.6204006397396877, 0.16678746774122755, -0.4265122563008361, -0.14338394701931567]; []
DivisibleByTwo; [0.9342147894637012, 0.22487563907740338, -0.23720748964645577, 0.641566984534844]; []
IsPositive; [-0.9175165220185193, -0.38865026070651787, -0.7039373897166148, -0.6762043184661723, -0.6121225491927975, 0.7660331910707188, 0.3359350925394955]; [0.7660331910707188, 0.3359350925394955]
IsPositive; [-0.5079882907520346, 0.8548892148384686, -0.8200527818510805, 0.07692560289609518, -0.37501297825778934, 0.5318525048817138, 0.0519054081062158, 0.4449692813587547, -0.7569104655309191]; [0.8548892148384686, 0.07692560289609518, 0.5318525048817138, 0.0519054081062158, 0.4449692813587547]
IsPositive; [-0.7774806478701082, 0.5168493634098492, 0.4870041914127061, 0.023067553260497586, 0.2618560416134943]; [0.5168493634098492, 0.4870041914127061, 0.023067553260497586, 0.2618560416134943]
IsPositive; [0.01654311899395311, 0.14670321709620904]; [0.01654311899395311, 0.14670321709620904]
